"category";"equip_name";"cost";"serial_number";"under_warrenty";"functionality";"status";"state";"district";"facility";"department";"manufacturer";"model";"price";"installation_date";"return_date";"borrow_date";"cluster"
"Laboratory";"Microscope";28602941;"KD03eyH";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"BLOODBANK(BOUDH)";"Unilab";"GE48";22900;"19/1/10";"";"";2
"Diagnostic/Monitoring";"Multipara Monitor";75000000;"CY39zoO";"Yes";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"L and T  Medical Equipment and systems";"Star 50N";141950;"4/3/21";"";"";2
"Diagnostic/Monitoring";"Multipara Monitor";75000000;"FK93ilX";"No";"Not in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"OT(BOUDH)";"L and T  Medical Equipment and systems";"STAR 50";0;"31/3/11";"";"";0
"Respiratory";"Oxygen Concentrator";41386364;"GT02gpD";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Philips";"Everflo";36700;"12/2/21";"";"";2
"Respiratory";"Oxygen Concentrator";41386364;"AU55qgU";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Philips";"Everflo";36700;"12/2/21";"";"";2
"Respiratory";"Oxygen Concentrator";41386364;"NY13ztG";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Philips";"Everflo";36700;"12/2/21";"";"";2
"Respiratory";"Oxygen Concentrator";41386364;"WQ74vuE";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Philips";"Everflo";36700;"12/2/21";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"CH92soO";"Yes";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Masimo";"Redical-7";62100;"29/1/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"HC24zjD";"Yes";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"OT(BOUDH)";"Masimo";"Radical7";62100;"29/12/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"BM20rtV";"Yes";"Not in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Masimo";"Redical-7";62100;"29/1/21";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"XM30moQ";"Yes";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Masimo";"Redical-7";62100;"29/1/21";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"CA74nuE";"Yes";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Masimo";"Redical-7";62100;"29/1/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"FJ39bgU";"Yes";"Not in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Masimo";"Redical-7";62100;"29/1/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";43135135;"SH30zdS";"Yes";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Masimo";"Redical-7";62100;"29/1/21";"";"";1
"Laboratory";"QBC Machine";105166667;"WI10yyI";"No";"Not in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"LABORATORY(BOUDH)";"Becton Dicknson";"424434";0;"19/5/11";"";"";0
"Laboratory";"Semi Auto Analyser";115277778;"OT67anJ";"No";"Not in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"LABORATORY(BOUDH)";"Merk Specialities Private Limited";"Mikra.";0;"19/9/11";"";"";0
"Respiratory";"Suction machine";7015278;"KU77blW";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"OT(BOUDH)";"M/S Medical Equipments and Instrument";"Suction Apparatus";8400;"14/10/11";"";"";2
"Respiratory";"Suction machine";7015278;"SD24zbC";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"LABOUR ROOM(BOUDH)";"Anand Surgical Industries";"OP-108";0;"15/6/11";"";"";2
"Respiratory";"Suction machine";7015278;"LX71szF";"No";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"OT(BOUDH)";"M/S Medical Equipments and Instrument";"Suction Apparatus";8400;"14/10/11";"";"";1
"Respiratory";"Suction machine";7015278;"BL51obZ";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"LABOUR ROOM(BOUDH)";"Anand Surgical Industries";"OP-108";0;"15/6/11";"";"";2
"Respiratory";"Suction machine";7015278;"BP80qbK";"No";"Not in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"OT(BOUDH)";"Anand Surgical Industries";"OP-108";0;"31/12/21";"";"";1
"Respiratory";"Suction machine";7015278;"XZ77ryH";"Yes";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Anand Surgical Industries";"instavac";11500;"22/1/20";"";"";1
"Respiratory";"Suction machine";7015278;"CC20xaT";"No";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"STORE(BOUDH)";"Anand Surgical Industries";"instavac";11500;"2/1/21";"";"";1
"Respiratory";"Suction machine";7015278;"GU72kbY";"No";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"STORE(BOUDH)";"Anand Surgical Industries";"instavac";11500;"2/1/21";"";"";1
"Respiratory";"Suction machine";7015278;"BW91jqH";"No";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"STORE(BOUDH)";"Anand Surgical Industries";"instavac";11500;"20/1/20";"";"";1
"Respiratory";"Suction machine";7015278;"WJ19jzF";"No";"Not in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"LABOUR ROOM(BOUDH)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"15/6/11";"";"";0
"Respiratory";"Suction machine";7015278;"JZ70ruR";"Yes";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Anand Surgical Industries";"instavac";11500;"16/9/20";"";"";1
"Respiratory";"Suction machine";7015278;"PZ22avN";"Yes";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Anand Surgical Industries";"instavac";11500;"2/1/21";"";"";2
"Respiratory";"Suction machine";7015278;"VJ09kmQ";"No";"Not in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"STORE(BOUDH)";"Premier Surgicals";"Suction Evaluation machine";15703;"21/12/11";"";"";0
"Respiratory";"Suction machine";7015278;"CB91xaO";"No";"Active/in use";"Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Anand Surgical Industries";"P-9";2785;"3/1/21";"";"";1
"Respiratory";"Suction machine";7015278;"EP77isJ";"No";"Active/in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"PAEDIATRICS(BOUDH)";"Anand Surgical Industries";"P-9";2785;"3/1/21";"";"";2
"Diagnostic/Monitoring";"Ultrasonography Machine";398888889;"YD24qtI";"No";"Not in use";"Not Available";"Odisha";"Boudh(Boudha)";"Boudh-DHH";"STORE(BOUDH)";"L and T  Medical Equipment and systems";"Sonalisa";348000;"19/9/11";"";"";0
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"SF23ujC";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"CROWN";"BABY";0;"11/11/11";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"LM68xtF";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"CROWN";"BABY";0;"11/11/11";"";"";2
"Laboratory";"Bacteriological Incubator";25000000;"FY17mqD";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Yorco";"YSI438";0;"23/11/11";"";"";1
"Laboratory";"Bacteriological Incubator";25000000;"MG76sgA";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Yorco";"YSI438";0;"23/11/11";"";"";1
"Laboratory";"Bacteriological Incubator";25000000;"GM23doI";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Yorco";"YSI438";0;"23/11/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"MF89gmX";"No";"Not in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Adelta Optec";"DN10";6915;"23/11/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"AX34kuM";"No";"Not in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Adelta Optec";"DN10";6915;"23/11/11";"";"";0
"Laboratory";"Binocular Microscope";30000000;"JN68nvE";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"M/s Manchanda Medicos Delhi";"RSL - 4B";0;"23/11/11";"";"";1
"Laboratory";"Boyles Apparatus";150000000;"MY75shI";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";"Datex Ohmeda";"MK-III";64480;"12/11/11";"";"";0
"Laboratory";"Boyles Apparatus";150000000;"FM13tqO";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";"Allied";"Jupiter 200";511871;"11/11/20";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"TM75zvF";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Yorco";"CENTRIFUGE01";0;"26/11/13";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"EK97axZ";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Remi Elektrotechnik Limited";"CENTRIFUSE001";0;"26/11/13";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"FR17mrG";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Hettich";"EBA8";0;"26/11/13";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"HP97lrW";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Remi Elektrotechnik Limited";"Cenrtifuse";20657;"22/3/21";"";"";2
"Laboratory";"Deep Freezer";60000000;"MQ97hmN";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Vestfrost";"MK144";0;"23/11/15";"";"";1
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"MI60szE";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"Maestros";"CODDLEGRAPH DT";8500;"5/11/10";"";"";1
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"NP15muP";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"Maestros";"CODDLEGRAPH DT";8500;"5/11/10";"";"";1
"Laboratory";"Hot Air Oven";25000000;"VW49htN";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Unilab";"Hot Air Oven.";0;"26/11/13";"";"";2
"Laboratory";"Microscope";30000000;"WP41biB";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"FOCUS";"microscope";0;"26/11/13";"";"";1
"Laboratory";"Microscope";30000000;"SH47zkF";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"M/s Labovision India";"Biolan XLC";0;"26/11/13";"";"";2
"Laboratory";"Microscope";30000000;"GW01gkW";"No";"Not in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Olympus";"MAGNUS MLX DX";0;"26/11/13";"";"";1
"Laboratory";"Microscope";30000000;"BF92zmM";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Olympus";"MAGNUS MLX DX";0;"26/11/13";"";"";2
"Laboratory";"Microscope";30000000;"EJ22kxS";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Others";"microscope";0;"26/11/13";"";"";2
"Laboratory";"Microscope";30000000;"FG36geP";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Getner Optical Industries";"Biolax-6A";0;"26/11/13";"";"";1
"Laboratory";"Microscope";30000000;"EX06crY";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Getner Optical Industries";"Biolax-6A";0;"26/11/13";"";"";2
"Laboratory";"Microscope";30000000;"EL69jdV";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Getner Optical Industries";"Biolax-6A";0;"26/11/13";"";"";2
"Laboratory";"Microscope";30000000;"GE27paZ";"No";"Not in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Getner Optical Industries";"Biolax-6A";0;"26/11/13";"";"";1
"Diagnostic/Monitoring";"Multipara Monitor";65000000;"PS91qdM";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";" L & T";"Lunar";127273;"11/11/10";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"AJ81tbF";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"Respironics";"EVER FLO";36700;"10/3/21";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"FA80lxJ";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";" Masimo";"Radical 7";62100;"10/3/21";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"QC62zsZ";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";" Masimo";"Radical7";62100;"11/11/20";"";"";1
"Laboratory";"QBC Machine";300000000;"TE34kpY";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Godrej India Ltd";"M00567";0;"26/11/13";"";"";1
"Laboratory";"Semi Auto Analyser";125000000;"WB47yaQ";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";"Merk Specialities Private Limited";"Mikra.";0;"23/11/11";"";"";0
"Laboratory";"Spectro Photometer";80000000;"IK92ftE";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Elico";"SL117";0;"23/11/11";"";"";0
"Respiratory";"Suction machine";6500000;"OJ17viQ";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"ANAND";"Sucction App.";2800;"10/11/12";"";"";1
"Respiratory";"Suction machine";6500000;"IF77vcB";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Paediatric(City Hosp)";"ANAND";"Sucction App.";6875;"11/11/11";"";"";2
"Respiratory";"Suction machine";6500000;"GO23egC";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";"Others";"Sucction";14951;"11/11/20";"";"";2
"Respiratory";"Suction machine";6500000;"IK61bpV";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"ENT(City Hosp)";"Anand Surgical Industries";"EUROVAC";5250;"15/11/11";"";"";1
"Respiratory";"Suction machine";6500000;"ZA13tcU";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";"Others";"Sucction";14951;"11/11/20";"";"";2
"Respiratory";"Suction machine";6500000;"RS43exJ";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"Supreme";"Instaavac";11500;"11/11/19";"";"";2
"Respiratory";"Suction machine";6500000;"UG64huG";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";"ANAND";"Suction Evaluation machine";6875;"12/11/11";"";"";2
"Respiratory";"Suction machine";6500000;"LX16rpL";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"PPC(City Hosp)";"Anand Surgical Industries";"Suction Machine(Foot Op.)";2800;"10/11/12";"";"";2
"Diagnostic/Monitoring";"Ultrasonography Machine";350000000;"BC62ssE";"No";"Active/in use";"Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Radiology(City Hosp)";"L and T  Medical Equipment and systems";"Sonalisa";348000;"22/11/12";"";"";1
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"PM80epC";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Radiology(City Hosp)";"L and T  Medical Equipment and systems";"Symphony";0;"23/11/07";"";"";0
"Diagnostic/Monitoring";"Ultrasound Machine";350000000;"OI29rhC";"Yes";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Radiology(City Hosp)";"Bluestar Limited";"Mus702";593250;"22/3/21";"";"";2
"Laboratory";"Water Bath";25000000;"OG44jbS";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Pathology(City Hosp)";" Yorco";"WATERBATH.";5875;"22/11/12";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"MA23piS";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"Labour Room(City Hosp)";"KOHINOOR";"WEIGHT";467;"6/11/11";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"KI17mlX";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"City Hosp(Cuttack)";"OT(City Hosp)";"KOHINOOR";"KOHINOOR";467;"11/11/14";"";"";2
"Laboratory";"Bacteriological Incubator";25000000;"ES49tdF";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";" Yorco";"YSI438";38000;"25/11/11";"";"";2
"Laboratory";"Bacteriological Incubator";25000000;"TP51hrL";"No";"Active/in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";" Yorco";"YSI438";38000;"25/11/11";"";"";1
"Laboratory";"Binocular Microscope";30000000;"HV83pgX";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Getner Optical Industries";"Binacular Microscope";11500;"25/11/07";"";"";0
"Laboratory";"Binocular Microscope";30000000;"EQ30gtP";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Getner Optical Industries";"Binacular Microscope";11500;"25/11/07";"";"";0
"Laboratory";"Boyles Apparatus";150000000;"WX35etF";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-OT";"Datex Ohmeda";"Boyles Basic";0;"26/11/07";"";"";0
"Laboratory";"Boyles Apparatus";150000000;"DW23ubX";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-OT";"Datex Ohmeda";"Boyles Basic";64480;"26/11/07";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"YP91whV";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"DN03bzG";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"EP60mpE";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"BS89wpN";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"IM77pmX";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"IR71clB";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"WS89exR";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Medicare";"MCP";394;"26/11/10";"";"";0
"Laboratory";"Centrifuse Machine";6500000;"CO06hyS";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Remi Motors";"CENTRIFUSE001";5188;"24/11/10";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"PA20miF";"No";"Active/in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Remi Motors";"CENTRIFUSE001";5188;"24/11/10";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"OT87twZ";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Remi Motors";"C-852";7488;"25/11/07";"";"";0
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"DQ37xxP";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-OT";"Phoenix Medical Systems Pvt Ltd";"NBY20";0;"5/7/22";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";3000000;"AN34gcY";"No";"Active/in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-OT";"Phoenix Medical Systems Pvt Ltd";"NBY20";0;"5/7/22";"";"";1
"Diagnostic/Monitoring";"ECG Machine";52000000;"WZ32iuC";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Store";"Maestros";"magicR";12600;"24/11/10";"";"";0
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"BP33kyC";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Maestros";"CODDLEGRAPH DT";89660;"25/11/07";"";"";0
"Diagnostic/Monitoring";"Fetal Monitor";65000000;"BJ01muU";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"Maestros";"CODDLEGRAPH DT";89660;"25/11/07";"";"";0
"Diagnostic/Monitoring";"Glucometer";1500000;"DP69xzS";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Others";"Glucometer";2380;"24/11/14";"";"";1
"Diagnostic/Monitoring";"Glucometer";1500000;"MV72jgU";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Others";"Glucometer";2380;"24/11/14";"";"";1
"Diagnostic/Monitoring";"Glucometer";1500000;"VJ05ziY";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Others";"Glucometer";2380;"24/11/14";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KP78etD";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-OT";"NELLCOR PURITAN BENNETT";"NBP-195";56108;"26/11/07";"";"";0
"Laboratory";"QBC Machine";300000000;"PU76unO";"No";"Not in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"Becton Dicknson";"424434";605040;"24/11/13";"";"";1
"Laboratory";"Rotor cum shaker";6500000;"XD65wpX";"No";"Active/in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"M/s Remi Electrotechnik Ltd";"RS-12R";3330;"25/11/07";"";"";0
"Laboratory";"Rotor cum shaker";6500000;"FB87ueP";"No";"Active/in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";"M/s Remi Electrotechnik Ltd";"RS-12R";3330;"25/11/07";"";"";0
"Laboratory";"Spectro Photometer";80000000;"UQ28naZ";"No";"Not in use";"Not Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH-Pathology";" Elico";"SL117";45000;"24/11/12";"";"";2
"Respiratory";"Suction machine";6500000;"YX55tbI";"No";"Active/in use";"Available";"Odisha";"Cuttak";"Athgarh SDH";"Athgarh SDH- Labour Room";"anand surgicals";"Surgix";16200;"25/1/22";"";"";1
